acquisition,configuration,family,seed,transformation,kind,magnitude_px,direction,dx_px,dy_px,scale,checkpoint_sha256,n_samples,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,identity_map_50,absolute_delta_map_50,relative_drop_map_50
carnation_0025_0026,historical_fam,historical_locked,43,translate_08_down,translation,8,down,0,8,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.1532837301492691,0.49739187955856323,0.0460033044219017,0.1532837301492691,-1.0,-1.0,0.06974036246538162,0.3116074800491333,0.35822832584381104,0.5012507438659668,-0.0038588643074035645,0.007698470984085792
carnation_0025_0026,historical_fam,historical_locked,43,translate_08_left,translation,8,left,-8,0,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15417632460594177,0.501353919506073,0.046624310314655304,0.15417632460594177,-1.0,-1.0,0.06849942356348038,0.3127911388874054,0.36000382900238037,0.5012507438659668,0.00010317564010620117,-0.00020583638302547853
carnation_0025_0026,historical_fam,historical_locked,43,translate_08_right,translation,8,right,8,0,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15462259948253632,0.505580484867096,0.04528741538524628,0.15462259948253632,-1.0,-1.0,0.06935853511095047,0.3138793408870697,0.35868650674819946,0.5012507438659668,0.00432974100112915,-0.008637874465253487
carnation_0025_0026,historical_fam,historical_locked,43,translate_08_up,translation,8,up,0,-8,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15452934801578522,0.5025234818458557,0.04638869687914848,0.15452934801578522,-1.0,-1.0,0.06880488991737366,0.3125620484352112,0.35771286487579346,0.5012507438659668,0.001272737979888916,-0.0025391243713131385
carnation_0025_0026,historical_fam,historical_locked,43,translate_16_down,translation,16,down,0,16,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15487076342105865,0.5028101205825806,0.047229867428541183,0.15487076342105865,-1.0,-1.0,0.06970217823982239,0.31233295798301697,0.35901108384132385,0.5012507438659668,0.0015593767166137695,-0.0031109713764948406
carnation_0025_0026,historical_fam,historical_locked,43,translate_16_left,translation,16,left,-16,0,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15467604994773865,0.5017304420471191,0.048447150737047195,0.15467604994773865,-1.0,-1.0,0.06893852353096008,0.3112829327583313,0.35845741629600525,0.5012507438659668,0.00047969818115234375,-0.0009570024324604571
carnation_0025_0026,historical_fam,historical_locked,43,translate_16_right,translation,16,right,16,0,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.1524670571088791,0.5043421983718872,0.04344482719898224,0.1524670571088791,-1.0,-1.0,0.0680985078215599,0.3099656403064728,0.3572355806827545,0.5012507438659668,0.00309145450592041,-0.006167481133448567
carnation_0025_0026,historical_fam,historical_locked,43,translate_16_up,translation,16,up,0,-16,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15518882870674133,0.5054931640625,0.04643898084759712,0.15518882870674133,-1.0,-1.0,0.06872852146625519,0.3130393326282501,0.3584001660346985,0.5012507438659668,0.004242420196533203,-0.008463668629821756
carnation_0025_0026,historical_fam,historical_locked,43,translate_32_down,translation,32,down,0,32,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15642255544662476,0.5014553070068359,0.04860762879252434,0.15642255544662476,-1.0,-1.0,0.07151584327220917,0.3134211599826813,0.36107292771339417,0.5012507438659668,0.00020456314086914062,-0.00040810541105918097
carnation_0025_0026,historical_fam,historical_locked,43,translate_32_left,translation,32,left,-32,0,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15331608057022095,0.4956582188606262,0.04740068316459656,0.15331608057022095,-1.0,-1.0,0.0680985078215599,0.31067201495170593,0.3562619388103485,0.5012507438659668,-0.005592525005340576,0.011157140560445738
carnation_0025_0026,historical_fam,historical_locked,43,translate_32_right,translation,32,right,32,0,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.1536533534526825,0.5011370182037354,0.04642791301012039,0.1536533534526825,-1.0,-1.0,0.06895761936903,0.3117983937263489,0.3561092019081116,0.5012507438659668,-0.00011372566223144531,0.00022688377747695726
carnation_0025_0026,historical_fam,historical_locked,43,translate_32_up,translation,32,up,0,-32,1.0,f6407afe0d781eb5c227e46611243d67385f1fc06010d4704f51ac5e8d0ac536,1313,0.15745733678340912,0.5108473300933838,0.047978129237890244,0.15745733678340912,-1.0,-1.0,0.07002672553062439,0.3138029873371124,0.3592974543571472,0.5012507438659668,0.009596586227416992,-0.019145280769863746
carnation_0025_0026,historical_fam,historical_locked,44,identity,identity,0,identity,0,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13501442968845367,0.4530378580093384,0.04268423467874527,0.13501442968845367,-1.0,-1.0,0.06697212904691696,0.30788469314575195,0.3349370062351227,0.4530378580093384,0.0,0.0
carnation_0025_0026,historical_fam,historical_locked,44,scale_090,scale,,,0,0,0.9,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13152509927749634,0.4470931887626648,0.04042290896177292,0.13152509927749634,-1.0,-1.0,0.06638029962778091,0.30582281947135925,0.33232149481773376,0.4530378580093384,-0.005944669246673584,0.013121793557815753
carnation_0025_0026,historical_fam,historical_locked,44,scale_110,scale,,,0,0,1.1,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13581718504428864,0.45276445150375366,0.0429796501994133,0.13581718504428864,-1.0,-1.0,0.06729667633771896,0.30840015411376953,0.33283695578575134,0.4530378580093384,-0.0002734065055847168,0.0006034959347240272
carnation_0025_0026,historical_fam,historical_locked,44,translate_08_down,translation,8,down,0,8,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.1351555734872818,0.454912394285202,0.0411679781973362,0.1351555734872818,-1.0,-1.0,0.06666667014360428,0.30904924869537354,0.3363688290119171,0.4530378580093384,0.0018745362758636475,-0.0041377033789194015
carnation_0025_0026,historical_fam,historical_locked,44,translate_08_left,translation,8,left,-8,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13652215898036957,0.45736509561538696,0.04317879304289818,0.13652215898036957,-1.0,-1.0,0.0673348605632782,0.3093165457248688,0.3356052041053772,0.4530378580093384,0.004327237606048584,-0.009551602652066634
carnation_0025_0026,historical_fam,historical_locked,44,translate_08_right,translation,8,right,8,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.1366012841463089,0.455635666847229,0.04379749670624733,0.1366012841463089,-1.0,-1.0,0.06731577217578888,0.3086865246295929,0.33793431520462036,0.4530378580093384,0.002597808837890625,-0.005734198129281012
carnation_0025_0026,historical_fam,historical_locked,44,translate_08_up,translation,8,up,0,-8,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13637511432170868,0.4546034634113312,0.0427253395318985,0.13637511432170868,-1.0,-1.0,0.0673348605632782,0.3089347183704376,0.3340015411376953,0.4530378580093384,0.0015656054019927979,-0.003455793758323231
carnation_0025_0026,historical_fam,historical_locked,44,translate_16_down,translation,16,down,0,16,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13537396490573883,0.4533049166202545,0.04253397136926651,0.13537396490573883,-1.0,-1.0,0.06735394895076752,0.30843833088874817,0.33890798687934875,0.4530378580093384,0.0002670586109161377,-0.0005894840932049279
carnation_0025_0026,historical_fam,historical_locked,44,translate_16_left,translation,16,left,-16,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13845980167388916,0.4655155837535858,0.04138632491230965,0.13845980167388916,-1.0,-1.0,0.06861397624015808,0.310194730758667,0.3356815576553345,0.4530378580093384,0.012477725744247437,-0.02754234667953563
carnation_0025_0026,historical_fam,historical_locked,44,translate_16_right,translation,16,right,16,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.1363517940044403,0.4529370963573456,0.04220353439450264,0.1363517940044403,-1.0,-1.0,0.06666667014360428,0.3089919686317444,0.3358342945575714,0.4530378580093384,-0.00010076165199279785,0.000222413315380634
carnation_0025_0026,historical_fam,historical_locked,44,translate_16_up,translation,16,up,0,-16,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13695625960826874,0.45880481600761414,0.04267160966992378,0.13695625960826874,-1.0,-1.0,0.06681939959526062,0.3090110719203949,0.3341160714626312,0.4530378580093384,0.005766957998275757,-0.012729527778574487
carnation_0025_0026,historical_fam,historical_locked,44,translate_32_down,translation,32,down,0,32,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.1397378146648407,0.4590916037559509,0.04825708270072937,0.1397378146648407,-1.0,-1.0,0.06813669204711914,0.3138029873371124,0.34236350655555725,0.4530378580093384,0.006053745746612549,-0.013362560412087601
carnation_0025_0026,historical_fam,historical_locked,44,translate_32_left,translation,32,left,-32,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.13788986206054688,0.4615212380886078,0.04274731129407883,0.13788986206054688,-1.0,-1.0,0.06807941943407059,0.30744558572769165,0.33102330565452576,0.4530378580093384,0.00848338007926941,-0.018725543416052755
carnation_0025_0026,historical_fam,historical_locked,44,translate_32_right,translation,32,right,32,0,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.136898472905159,0.45624658465385437,0.0429789274930954,0.136898472905159,-1.0,-1.0,0.06691485643386841,0.30601373314857483,0.33067965507507324,0.4530378580093384,0.003208726644515991,-0.007082689863083916
carnation_0025_0026,historical_fam,historical_locked,44,translate_32_up,translation,32,up,0,-32,1.0,2fec1971b28c88cfccb2356de81270c5a75a15082daee435a77eaf0694b98e3e,1313,0.1392877995967865,0.4636366665363312,0.04500289261341095,0.1392877995967865,-1.0,-1.0,0.0681939646601677,0.30904924869537354,0.33340969681739807,0.4530378580093384,0.010598808526992798,-0.023394973156469247
carnation_0025_0026,stage_b_fam,current_stage_b,40,identity,identity,0,identity,0,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.1634773313999176,0.4969382882118225,0.06295017153024673,0.1634773313999176,-1.0,-1.0,0.0742458924651146,0.3302214443683624,0.35521191358566284,0.4969382882118225,0.0,0.0
carnation_0025_0026,stage_b_fam,current_stage_b,40,scale_090,scale,,,0,0,0.9,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.15807239711284637,0.4836136996746063,0.0606335811316967,0.15807239711284637,-1.0,-1.0,0.0724131315946579,0.32128673791885376,0.34593355655670166,0.4969382882118225,-0.013324588537216187,0.026813366676098245
carnation_0025_0026,stage_b_fam,current_stage_b,40,scale_110,scale,,,0,0,1.1,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.1639948934316635,0.4944218099117279,0.061482470482587814,0.1639948934316635,-1.0,-1.0,0.07485681772232056,0.32529592514038086,0.35318824648857117,0.4969382882118225,-0.0025164783000946045,0.005063965405342127
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_08_down,translation,8,down,0,8,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16547930240631104,0.4992814064025879,0.06335952877998352,0.16547930240631104,-1.0,-1.0,0.07401680201292038,0.3310423791408539,0.3556891977787018,0.4969382882118225,0.002343118190765381,-0.004715108991091897
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_08_left,translation,8,left,-8,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16506603360176086,0.4982326626777649,0.06419447809457779,0.16506603360176086,-1.0,-1.0,0.07302405685186386,0.33092784881591797,0.35395190119743347,0.4969382882118225,0.0012943744659423828,-0.0026046986047302697
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_08_right,translation,8,right,8,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16179481148719788,0.48935550451278687,0.058054327964782715,0.16179481148719788,-1.0,-1.0,0.0746849924325943,0.3262886703014374,0.3542000651359558,0.4969382882118225,-0.0075827836990356445,0.015259004747493806
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_08_up,translation,8,up,0,-8,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.1603875309228897,0.4835510551929474,0.06305168569087982,0.1603875309228897,-1.0,-1.0,0.07197403907775879,0.3169148564338684,0.35305461287498474,0.4969382882118225,-0.013387233018875122,0.026939427563626862
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_16_down,translation,16,down,0,16,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.166508287191391,0.4983776807785034,0.06508522480726242,0.166508287191391,-1.0,-1.0,0.07401680201292038,0.3296678066253662,0.35488736629486084,0.4969382882118225,0.0014393925666809082,-0.002896521763014887
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_16_left,translation,16,left,-16,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16390664875507355,0.4949052333831787,0.06341072171926498,0.16390664875507355,-1.0,-1.0,0.07409316301345825,0.32926690578460693,0.35336005687713623,0.4969382882118225,-0.002033054828643799,0.004091161572515416
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_16_right,translation,16,right,16,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16057851910591125,0.48448479175567627,0.06483974307775497,0.16057851910591125,-1.0,-1.0,0.07369224727153778,0.32420772314071655,0.3540664315223694,0.4969382882118225,-0.01245349645614624,0.02506044865441697
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_16_up,translation,16,up,0,-16,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.15981444716453552,0.48267409205436707,0.06380051374435425,0.15981444716453552,-1.0,-1.0,0.06912943720817566,0.3126956820487976,0.3536464273929596,0.4969382882118225,-0.014264196157455444,0.02870416004527157
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_32_down,translation,32,down,0,32,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16690726578235626,0.49222350120544434,0.06544634699821472,0.16690726578235626,-1.0,-1.0,0.07508590817451477,0.3337915241718292,0.356605589389801,0.4969382882118225,-0.004714787006378174,0.009487671041295316
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_32_left,translation,32,left,-32,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.1615658700466156,0.48674991726875305,0.06257203221321106,0.1615658700466156,-1.0,-1.0,0.0750095471739769,0.3279114067554474,0.3509545624256134,0.4969382882118225,-0.010188370943069458,0.020502286068016986
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_32_right,translation,32,right,32,0,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.15857599675655365,0.48261669278144836,0.06205284222960472,0.15857599675655365,-1.0,-1.0,0.07302405685186386,0.32061856985092163,0.350820928812027,0.4969382882118225,-0.014321595430374146,0.028819665882274484
carnation_0025_0026,stage_b_fam,current_stage_b,40,translate_32_up,translation,32,up,0,-32,1.0,66217fac6c64144c444230bcdec4368b7b87e3fde2ebe983330b986452901c8d,1313,0.16601203382015228,0.503299355506897,0.06451408565044403,0.16601203382015228,-1.0,-1.0,0.07352042943239212,0.3273768723011017,0.35519281029701233,0.4969382882118225,0.006361067295074463,-0.012800517581295778
carnation_0025_0026,stage_b_fam,current_stage_b,41,identity,identity,0,identity,0,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12690523266792297,0.4252031147480011,0.03617880493402481,0.12690523266792297,-1.0,-1.0,0.05799923464655876,0.26735395193099976,0.3351660966873169,0.4252031147480011,0.0,0.0
carnation_0025_0026,stage_b_fam,current_stage_b,41,scale_090,scale,,,0,0,0.9,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12479524314403534,0.414360374212265,0.036280326545238495,0.12479524314403534,-1.0,-1.0,0.055746469646692276,0.265444815158844,0.3335433304309845,0.4252031147480011,-0.010842740535736084,0.02550014371875449
carnation_0025_0026,stage_b_fam,current_stage_b,41,scale_110,scale,,,0,0,1.1,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12861835956573486,0.4250645339488983,0.03632611781358719,0.12861835956573486,-1.0,-1.0,0.05603283643722534,0.2672775983810425,0.33426880836486816,0.4252031147480011,-0.0001385807991027832,0.00032591670732448386
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_08_down,translation,8,down,0,8,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12843288481235504,0.4227859675884247,0.038603927940130234,0.12843288481235504,-1.0,-1.0,0.0586865209043026,0.2697785496711731,0.33921343088150024,0.4252031147480011,-0.002417147159576416,0.005684688271883782
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_08_left,translation,8,left,-8,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.1282496303319931,0.4240448474884033,0.03803633898496628,0.1282496303319931,-1.0,-1.0,0.060423824936151505,0.26714393496513367,0.33585336804389954,0.4252031147480011,-0.0011582672595977783,0.0027240328667023795
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_08_right,translation,8,right,8,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.1272740662097931,0.4228498637676239,0.035726260393857956,0.1272740662097931,-1.0,-1.0,0.0581519678235054,0.268594890832901,0.33466970920562744,0.4252031147480011,-0.0023532509803771973,0.005534416138442128
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_08_up,translation,8,up,0,-8,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12708212435245514,0.42372211813926697,0.035621121525764465,0.12708212435245514,-1.0,-1.0,0.05824742093682289,0.2679648697376251,0.332913339138031,0.4252031147480011,-0.0014809966087341309,0.003483033301888796
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_16_down,translation,16,down,0,16,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.13135285675525665,0.43169108033180237,0.039771806448698044,0.13135285675525665,-1.0,-1.0,0.058858342468738556,0.2737877070903778,0.34173348546028137,0.4252031147480011,0.0064879655838012695,-0.015258509071944116
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_16_left,translation,16,left,-16,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12770074605941772,0.42289596796035767,0.03663109242916107,0.12770074605941772,-1.0,-1.0,0.05851469933986664,0.2658839225769043,0.3309469223022461,0.4252031147480011,-0.0023071467876434326,0.005425987504844069
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_16_right,translation,16,right,16,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.1254788339138031,0.4197639226913452,0.036736808717250824,0.1254788339138031,-1.0,-1.0,0.05761741101741791,0.26689577102661133,0.3320160508155823,0.4252031147480011,-0.005439192056655884,0.012791985448835317
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_16_up,translation,16,up,0,-16,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12748827040195465,0.42580950260162354,0.03526122495532036,0.12748827040195465,-1.0,-1.0,0.05897289142012596,0.2664375603199005,0.33035510778427124,0.4252031147480011,0.0006063878536224365,-0.0014261133857916717
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_32_down,translation,32,down,0,32,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.1330360472202301,0.43228864669799805,0.0432744175195694,0.1330360472202301,-1.0,-1.0,0.06008018180727959,0.2694348990917206,0.34335625171661377,0.4252031147480011,0.007085531949996948,-0.016663875931850185
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_32_left,translation,32,left,-32,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12303656339645386,0.41036298871040344,0.03608745336532593,0.12303656339645386,-1.0,-1.0,0.05563192069530487,0.2618938386440277,0.324016809463501,0.4252031147480011,-0.014840126037597656,0.03490126370874008
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_32_right,translation,32,right,32,0,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.1272823065519333,0.4199640154838562,0.03651653230190277,0.1272823065519333,-1.0,-1.0,0.056662850081920624,0.2657693922519684,0.32915234565734863,0.4252031147480011,-0.0052390992641448975,0.012321403777227449
carnation_0025_0026,stage_b_fam,current_stage_b,41,translate_32_up,translation,32,up,0,-32,1.0,4689cc606e8f91627c0867355739f90d2bc4a4932cecc78533f7b4dee6a09a81,1313,0.12867408990859985,0.4248402416706085,0.03651419281959534,0.12867408990859985,-1.0,-1.0,0.05954562872648239,0.2735395133495331,0.33211150765419006,0.4252031147480011,-0.0003628730773925781,0.0008534111458887991
carnation_0025_0026,stage_b_fam,current_stage_b,42,identity,identity,0,identity,0,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15124964714050293,0.49234092235565186,0.04997808486223221,0.15124964714050293,-1.0,-1.0,0.07411225885152817,0.318403959274292,0.34894996881484985,0.49234092235565186,0.0,0.0
carnation_0025_0026,stage_b_fam,current_stage_b,42,scale_090,scale,,,0,0,0.9,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.14653486013412476,0.48558130860328674,0.0464823953807354,0.14653486013412476,-1.0,-1.0,0.07353951781988144,0.31890034675598145,0.3472508490085602,0.49234092235565186,-0.006759613752365112,0.01372953871074356
carnation_0025_0026,stage_b_fam,current_stage_b,42,scale_110,scale,,,0,0,1.1,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15893375873565674,0.5092973113059998,0.05481794476509094,0.15893375873565674,-1.0,-1.0,0.07516227662563324,0.3218976855278015,0.35078275203704834,0.49234092235565186,0.0169563889503479,-0.03444034038287626
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_08_down,translation,8,down,0,8,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15300291776657104,0.4996570646762848,0.05145196244120598,0.15300291776657104,-1.0,-1.0,0.07413134723901749,0.32161131501197815,0.34950363636016846,0.49234092235565186,0.007316142320632935,-0.014859911066559647
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_08_left,translation,8,left,-8,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15233469009399414,0.5001347064971924,0.05022973567247391,0.15233469009399414,-1.0,-1.0,0.07451317459344864,0.3214394748210907,0.3498472571372986,0.49234092235565186,0.007793784141540527,-0.01583005553194812
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_08_right,translation,8,right,8,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15080581605434418,0.49248746037483215,0.048565831035375595,0.15080581605434418,-1.0,-1.0,0.07352042943239212,0.31760212779045105,0.34732723236083984,0.49234092235565186,0.00014653801918029785,-0.0002976352615158878
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_08_up,translation,8,up,0,-8,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15178239345550537,0.49338817596435547,0.05190352350473404,0.15178239345550537,-1.0,-1.0,0.07321497052907944,0.31806033849716187,0.34929361939430237,0.49234092235565186,0.0010472536087036133,-0.0021270903171991657
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_16_down,translation,16,down,0,16,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15501512587070465,0.5015344619750977,0.05332823097705841,0.15501512587070465,-1.0,-1.0,0.07428407669067383,0.3233867883682251,0.35091638565063477,0.49234092235565186,0.0091935396194458,-0.018673116943963217
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_16_left,translation,16,left,-16,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15546287596225739,0.5010234117507935,0.0574958473443985,0.15546287596225739,-1.0,-1.0,0.07499045133590698,0.32281404733657837,0.35036274790763855,0.49234092235565186,0.008682489395141602,-0.017635116239372115
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_16_right,translation,16,right,16,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15007475018501282,0.48892340064048767,0.05022997409105301,0.15007475018501282,-1.0,-1.0,0.07258495688438416,0.31846123933792114,0.34788087010383606,0.49234092235565186,-0.0034175217151641846,0.006941372451456458
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_16_up,translation,16,up,0,-16,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.15153418481349945,0.49151238799095154,0.05004887282848358,0.15153418481349945,-1.0,-1.0,0.07422680407762527,0.31697213649749756,0.3476899564266205,0.49234092235565186,-0.0008285343647003174,0.0016828468386014229
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_32_down,translation,32,down,0,32,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.1608404815196991,0.5051393508911133,0.055710021406412125,0.1608404815196991,-1.0,-1.0,0.07714776694774628,0.3285987079143524,0.3565864861011505,0.49234092235565186,0.012798428535461426,-0.025995053334640823
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_32_left,translation,32,left,-32,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.1557137817144394,0.5004475712776184,0.05831163749098778,0.1557137817144394,-1.0,-1.0,0.07525773346424103,0.3241504430770874,0.35154637694358826,0.49234092235565186,0.008106648921966553,-0.016465519224320258
carnation_0025_0026,stage_b_fam,current_stage_b,42,translate_32_right,translation,32,right,32,0,1.0,c305e9d97b98e586351246127e43b49e9fc5a73f59508d6d314f4f0f1a6ad9a3,1313,0.14871543645858765,0.4746435880661011,0.05042082816362381,0.14871543645858765,-1.0,-1.0,0.07430317252874374,0.32094311714172363,0.35003817081451416,0.49234092235565186,-0.01769733428955078,0.035945284021641356
